transaction_id,customer_id,date,region,product,amount,status
75,60,2024-03-06,East,Credit Card,1584.52,failed
76,292,2024-01-20,East,Loan,1880.53,failed
77,196,2024-02-25,North,Savings,1546.22,success
78,445,2024-02-20,East,Credit Card,1711.61,success
79,191,2024-01-27,South,Loan,2377.7,success
80,212,2024-02-01,South,Credit Card,2049.67,success
81,146,2024-01-01,South,Credit Card,2375.69,success
82,325,2024-03-13,West,Loan,1668.69,success
83,359,2024-02-25,East,Loan,2285.3,success
84,270,2024-03-13,North,Savings,1186.23,success
85,182,2024-02-04,South,Loan,2024.04,success
86,330,2024-02-07,East,Credit Card,2319.3,success
87,138,2024-02-13,South,Savings,1169.24,success
88,465,2024-03-16,South,Loan,1339.2640000000001,success
89,473,2024-03-26,West,Loan,1618.96,success
90,317,2024-03-08,West,Loan,2503.15,success
91,494,2024-02-20,West,Savings,1711.55,success
92,450,2024-03-10,West,Savings,2264.9,success
93,364,2024-03-21,South,Loan,2176.6240000000003,success
94,359,2024-02-20,East,Credit Card,2288.54,success
95,348,2024-01-11,East,Savings,1898.48,failed
96,216,2024-01-24,East,Loan,2185.57,failed
97,293,2024-02-16,South,Loan,1698.01,success
98,410,2024-01-20,West,Credit Card,2043.29,success
99,23,2024-01-18,North,Credit Card,1922.16,success
100,45,2024-01-02,West,Loan,2168.8,success
101,20,2024-01-18,East,Loan,1794.06,success
102,352,2024-03-29,East,Loan,1757.784,success
103,416,2024-03-28,East,Loan,1431.6080000000002,success
104,195,2024-02-25,North,Savings,2435.56,success
105,222,2024-01-31,East,Loan,1836.99,success
106,236,2024-02-25,East,Credit Card,980.94,success
107,167,2024-01-07,West,Loan,1495.96,success
108,324,2024-01-19,East,Loan,2009.21,success
109,356,2024-03-29,East,Loan,2270.576,failed
110,41,2024-03-10,East,Savings,2414.7,failed
111,207,2024-01-21,West,Savings,894.43,success
112,235,2024-01-30,North,Savings,1260.71,success
113,412,2024-01-07,West,Credit Card,2571.88,success
114,67,2024-02-07,West,Credit Card,2316.39,success
115,174,2024-03-18,North,Loan,2508.28,success
116,163,2024-01-20,East,Credit Card,1770.32,success
117,18,2024-01-31,East,Credit Card,1575.08,success
118,183,2024-03-30,North,Savings,1628.624,failed
119,71,2024-02-27,East,Savings,1761.17,success
120,13,2024-02-02,South,Loan,2518.77,success
121,251,2024-01-31,East,Savings,1744.99,success
122,224,2024-02-04,East,Savings,1865.06,success
123,478,2024-03-25,North,Credit Card,1208.4959999999999,success
124,81,2024-03-07,East,Loan,2378.49,success
125,96,2024-01-15,North,Savings,1538.92,success
126,392,2024-03-06,South,Credit Card,2206.72,success
127,214,2024-03-16,North,Savings,2350.7200000000003,success
128,347,2024-02-17,West,Loan,1110.64,success
129,269,2024-02-23,South,Credit Card,2748.02,failed
130,146,2024-03-27,South,Savings,1711.9840000000002,success
131,312,2024-01-23,East,Savings,1437.26,success
132,440,2024-01-25,West,Savings,2054.7,success
133,29,2024-02-03,North,Savings,2362.88,failed
134,235,2024-03-28,North,Credit Card,1283.808,success
135,91,2024-02-11,North,Savings,2235.73,success
136,457,2024-02-25,North,Savings,2796.59,failed
137,195,2024-03-05,North,Savings,1744.39,failed
138,189,2024-03-26,South,Savings,1204.16,failed
139,214,2024-03-18,North,Loan,1549.688,success
140,10,2024-03-29,North,Loan,1622.288,success
141,230,2024-03-24,North,Loan,2037.68,success
142,434,2024-01-09,East,Credit Card,1921.0,success
143,437,2024-02-08,North,Loan,1786.56,success
144,391,2024-03-17,North,Loan,1195.16,success
145,356,2024-03-15,East,Loan,1172.57,failed
146,237,2024-02-03,West,Loan,1355.02,success
147,30,2024-03-13,East,Loan,1352.46,success
148,200,2024-02-21,West,Credit Card,1870.2,success
149,359,2024-01-14,East,Loan,1248.43,success
150,23,2024-01-28,North,Credit Card,651.56,failed
151,151,2024-02-13,North,Savings,1972.85,success
152,73,2024-02-03,North,Credit Card,2924.48,success
153,4,2024-02-12,East,Credit Card,2563.28,success
154,146,2024-03-03,South,Savings,1865.56,success
155,47,2024-03-21,South,Loan,1157.392,failed
156,58,2024-03-05,North,Credit Card,3286.68,success
157,278,2024-03-13,North,Savings,2029.61,success
158,117,2024-01-07,North,Savings,2099.04,success
159,284,2024-02-10,West,Credit Card,1927.82,success
160,466,2024-02-24,South,Loan,1983.62,success
161,55,2024-01-21,East,Loan,1728.29,success
162,293,2024-03-03,South,Credit Card,1872.51,success
163,344,2024-03-23,West,Credit Card,2201.6,success
164,50,2024-02-06,East,Loan,2623.04,success
165,369,2024-03-15,East,Loan,963.3,success
166,485,2024-02-14,North,Credit Card,1296.24,success
167,45,2024-01-19,West,Savings,1611.09,success
168,145,2024-01-06,South,Savings,2467.84,success
169,471,2024-03-27,East,Credit Card,2108.6240000000003,success
170,482,2024-03-31,East,Savings,1888.6720000000003,success
171,233,2024-01-25,West,Loan,1435.47,success
172,38,2024-02-20,North,Credit Card,1737.74,success
173,215,2024-03-07,East,Savings,2244.69,success
174,377,2024-01-16,South,Loan,1879.84,success
175,147,2024-01-04,East,Loan,1812.59,success
176,157,2024-01-25,North,Credit Card,1819.52,success
177,369,2024-03-01,East,Loan,2579.66,success
178,86,2024-01-08,West,Credit Card,2296.55,success
179,47,2024-03-03,South,Loan,1845.23,success
180,442,2024-01-02,West,Loan,2163.07,success
181,322,2024-01-10,East,Savings,1374.44,success
182,283,2024-02-08,South,Loan,1738.64,success
183,494,2024-01-21,West,Savings,2524.5,success
184,447,2024-02-23,South,Loan,1221.69,success
185,26,2024-01-11,East,Savings,2303.0,success
186,404,2024-01-11,South,Loan,959.04,success
187,89,2024-01-10,East,Loan,2848.23,failed
188,284,2024-03-14,West,Savings,1727.54,success
189,109,2024-01-16,North,Credit Card,2199.57,success
190,131,2024-03-09,East,Credit Card,2057.11,success
191,187,2024-01-04,East,Credit Card,2075.15,success
192,425,2024-03-22,South,Loan,1723.1200000000001,success
193,373,2024-03-08,West,Credit Card,1144.92,success
194,176,2024-03-29,South,Loan,1668.344,failed
195,95,2024-03-07,East,Credit Card,1908.01,success
196,50,2024-01-31,East,Loan,1730.12,success
197,312,2024-02-22,East,Savings,1610.85,failed
198,283,2024-02-02,South,Credit Card,2097.92,success
199,66,2024-02-16,West,Loan,1510.81,success
200,30,2024-03-01,East,Savings,2514.58,success
201,276,2024-02-12,East,Loan,2236.3,success
202,115,2024-01-22,West,Savings,2128.01,success
203,210,2024-01-03,West,Savings,2491.35,success
204,462,2024-02-24,North,Loan,1079.56,success
205,149,2024-03-11,North,Savings,1360.21,success
206,250,2024-03-05,North,Loan,2258.83,success
207,413,2024-03-15,North,Loan,1637.13,success
208,321,2024-01-07,West,Loan,1694.24,success
209,200,2024-02-04,West,Loan,1296.67,success
210,66,2024-01-30,West,Loan,1512.06,success
211,275,2024-03-05,North,Credit Card,2526.82,success
212,280,2024-02-07,West,Loan,2246.66,success
213,10,2024-01-26,North,Credit Card,2092.42,success
214,206,2024-02-28,East,Credit Card,1712.18,success
215,483,2024-02-06,North,Loan,2061.0,success
216,386,2024-01-21,West,Loan,2574.64,success
217,7,2024-03-07,North,Loan,1648.41,success
218,351,2024-03-27,East,Loan,1586.008,success
219,478,2024-01-07,North,Savings,2885.4,success
220,407,2024-01-23,South,Loan,2353.88,success
221,55,2024-02-17,East,Loan,1718.77,success
222,389,2024-01-01,East,Loan,2310.9,success
223,384,2024-03-14,North,Loan,1214.89,success
224,8,2024-03-15,West,Credit Card,1962.78,success
225,228,2024-01-28,West,Credit Card,2310.34,success
226,342,2024-03-30,South,Savings,1752.08,failed
227,5,2024-01-17,East,Credit Card,2305.29,success
228,387,2024-01-08,South,Savings,2416.96,success
229,322,2024-03-28,East,Credit Card,1783.6720000000003,success
230,49,2024-02-10,North,Savings,2214.81,success
231,206,2024-02-10,East,Savings,2103.84,success
232,158,2024-03-16,West,Savings,1167.576,failed
233,418,2024-03-03,North,Loan,2526.58,failed
234,43,2024-01-14,West,Credit Card,1980.22,success
235,253,2024-01-02,South,Savings,2340.75,success
236,421,2024-03-14,East,Credit Card,2469.14,success
237,334,2024-01-23,East,Savings,1741.98,success
238,242,2024-02-25,South,Credit Card,1782.75,success
239,272,2024-03-12,North,Credit Card,1845.41,success
240,267,2024-03-07,South,Credit Card,2627.88,success
241,425,2024-01-05,South,Loan,1552.7,success
242,55,2024-03-18,East,Loan,2178.792,success
243,497,2024-01-06,North,Credit Card,2098.28,success
244,91,2024-01-26,North,Credit Card,2133.53,success
245,156,2024-03-03,South,Loan,2444.82,success
246,120,2024-03-23,South,Savings,1632.9120000000003,failed
247,442,2024-03-23,West,Loan,2026.192,failed
248,423,2024-03-08,West,Credit Card,1741.36,success
249,85,2024-03-17,North,Loan,2163.7360000000003,success
250,261,2024-03-18,South,Loan,1421.8000000000002,success
251,398,2024-02-21,East,Savings,2726.69,success
252,182,2024-02-02,South,Savings,1789.91,success
253,298,2024-02-08,South,Credit Card,1859.11,success
254,459,2024-02-18,East,Loan,1497.93,success
255,402,2024-03-12,East,Credit Card,1616.1,success
256,52,2024-02-01,South,Savings,1982.66,success
257,164,2024-01-14,East,Loan,2117.11,success
258,292,2024-03-12,East,Loan,2492.16,failed
259,93,2024-03-29,North,Loan,1514.4080000000001,success
260,398,2024-03-08,East,Credit Card,1438.64,failed
261,53,2024-03-06,West,Credit Card,2191.2,success
262,181,2024-02-28,North,Loan,2083.23,success
263,291,2024-02-12,East,Loan,2246.23,success
264,427,2024-03-18,South,Credit Card,1344.9040000000002,success
265,412,2024-01-25,West,Savings,1734.5,success
266,122,2024-03-27,West,Savings,1345.048,success
267,359,2024-03-26,East,Credit Card,2075.608,failed
268,110,2024-01-05,East,Savings,2710.25,success
269,176,2024-03-18,South,Loan,1371.7040000000002,success
270,25,2024-01-04,South,Loan,1723.89,success
271,360,2024-02-01,South,Credit Card,2316.47,success
272,165,2024-01-21,South,Credit Card,2773.75,success
273,86,2024-03-07,West,Loan,2897.94,success
274,488,2024-03-28,West,Credit Card,1354.888,failed
275,217,2024-01-04,South,Loan,1806.15,failed
276,488,2024-02-17,West,Loan,2142.93,success
277,87,2024-01-31,East,Savings,2167.23,success
278,41,2024-03-07,East,Credit Card,1911.53,success
279,21,2024-03-26,North,Loan,1280.68,success
280,183,2024-03-07,North,Savings,1983.44,success
281,196,2024-01-23,North,Credit Card,2897.28,success
282,430,2024-02-25,South,Savings,1741.19,success
283,429,2024-02-11,West,Credit Card,2111.89,success
284,140,2024-02-09,South,Savings,3263.47,success
285,175,2024-03-06,East,Savings,1734.57,success
286,37,2024-01-06,West,Savings,2340.95,success
287,142,2024-01-10,West,Credit Card,2923.35,success
288,337,2024-01-01,West,Credit Card,2295.33,success
289,131,2024-03-31,East,Credit Card,2043.48,failed
290,438,2024-02-19,East,Loan,2410.24,success
291,302,2024-03-05,South,Savings,2253.64,success
292,331,2024-02-24,East,Credit Card,2691.08,success
293,365,2024-02-02,East,Credit Card,2324.35,success
294,66,2024-03-30,West,Credit Card,1533.152,success
295,441,2024-02-03,East,Loan,2073.36,success
296,463,2024-03-28,North,Savings,1747.4720000000002,failed
297,0,2024-02-18,South,Credit Card,1803.33,success
298,311,2024-01-08,East,Loan,2095.55,success
299,153,2024-03-02,West,Credit Card,2023.22,success
300,226,2024-03-22,West,Credit Card,1858.192,failed
301,323,2024-03-26,East,Credit Card,2465.304,success
302,305,2024-01-09,West,Credit Card,2124.69,failed
303,175,2024-01-02,East,Credit Card,2788.73,success
304,186,2024-01-07,West,Loan,2303.95,success
305,111,2024-03-07,South,Savings,2093.3,failed
306,452,2024-02-17,West,Credit Card,1776.78,success
307,75,2024-02-28,West,Loan,2097.04,success
308,221,2024-02-28,South,Savings,2066.48,success
309,344,2024-03-15,West,Credit Card,1649.94,success
310,453,2024-03-04,North,Savings,1720.54,success
311,264,2024-03-12,West,Credit Card,2188.61,success
312,339,2024-03-24,South,Loan,2226.208,success
313,202,2024-01-08,North,Loan,1967.12,success
314,424,2024-01-26,South,Loan,1275.99,success
315,499,2024-02-16,South,Savings,900.6,success
316,157,2024-02-06,North,Credit Card,1489.38,success
317,384,2024-01-15,North,Credit Card,2354.18,success
318,45,2024-01-11,West,Loan,1359.85,failed
319,308,2024-02-01,South,Savings,2436.23,success
320,13,2024-02-23,South,Credit Card,2325.1,success
321,298,2024-03-08,South,Credit Card,1950.41,success
322,200,2024-01-19,West,Credit Card,1237.24,failed
323,423,2024-01-29,West,Loan,1654.05,success
324,20,2024-01-26,East,Savings,1879.38,success
325,322,2024-01-13,East,Loan,2176.03,success
326,483,2024-03-14,North,Loan,1374.23,success
327,123,2024-03-22,East,Loan,2177.5040000000004,success
328,259,2024-02-25,North,Savings,2171.36,success
329,219,2024-01-25,North,Loan,2228.38,success
330,336,2024-02-03,East,Credit Card,2321.36,success
331,320,2024-01-19,North,Savings,2664.58,success
332,56,2024-03-18,East,Loan,1678.6080000000002,success
333,134,2024-03-04,South,Loan,2354.5,success
334,57,2024-02-13,West,Savings,1661.8,success
335,131,2024-03-05,East,Credit Card,2900.47,success
336,16,2024-03-03,West,Loan,2064.05,success
337,172,2024-03-11,North,Credit Card,1659.47,success
338,47,2024-03-27,South,Loan,1421.5280000000002,success
339,204,2024-01-17,North,Credit Card,1055.23,success
340,479,2024-01-22,West,Loan,1773.85,success
341,7,2024-02-15,North,Loan,788.06,success
342,370,2024-02-17,East,Credit Card,2392.9,success
343,240,2024-02-20,West,Loan,2212.73,success
344,5,2024-03-18,East,Loan,1213.208,success
345,407,2024-01-05,South,Savings,1976.14,failed
346,463,2024-03-06,North,Credit Card,1998.2,success
347,262,2024-01-25,West,Savings,1420.82,success
348,0,2024-03-20,South,Savings,1511.616,success
349,173,2024-01-16,East,Savings,2013.44,success
350,227,2024-01-31,West,Credit Card,1876.41,success
351,3,2024-01-12,East,Credit Card,1659.01,success
352,483,2024-02-21,North,Credit Card,1499.19,success
353,304,2024-03-08,East,Credit Card,1859.45,success
354,112,2024-01-08,North,Savings,1714.41,success
355,127,2024-03-09,South,Credit Card,2286.29,success
356,295,2024-01-18,East,Savings,2699.68,success
357,348,2024-02-14,East,Loan,2462.32,failed
358,19,2024-03-06,East,Savings,2029.82,success
359,1,2024-03-29,North,Savings,1341.2240000000002,failed
360,249,2024-02-22,North,Loan,2447.6,success
361,426,2024-02-01,North,Loan,2317.59,success
362,139,2024-03-31,South,Savings,2126.96,success
363,100,2024-02-09,East,Credit Card,2098.8,success
364,428,2024-02-16,South,Savings,2867.98,success
365,66,2024-02-04,West,Credit Card,2098.96,success
366,191,2024-03-01,South,Savings,1674.29,success
367,454,2024-03-05,North,Loan,1758.06,success
368,442,2024-02-12,West,Savings,2261.42,success
369,153,2024-02-05,West,Loan,1713.15,success
370,424,2024-03-19,South,Savings,2291.016,success
371,462,2024-02-29,North,Loan,2218.16,failed
372,183,2024-01-13,North,Savings,2019.0,success
373,99,2024-01-24,West,Savings,2060.02,success
374,254,2024-02-07,South,Savings,1871.31,success
375,22,2024-03-30,North,Credit Card,932.5680000000001,failed
376,49,2024-03-06,North,Loan,1758.41,success
377,439,2024-01-31,South,Savings,2786.99,success
378,116,2024-01-06,South,Loan,2112.23,success
379,460,2024-02-29,North,Loan,2523.55,success
380,85,2024-01-27,North,Savings,2539.34,failed
381,414,2024-01-15,West,Credit Card,1980.75,success
382,350,2024-01-02,East,Credit Card,2326.16,failed
383,221,2024-02-07,South,Savings,1211.8,success
384,73,2024-03-12,North,Loan,2738.27,success
385,230,2024-01-25,North,Savings,2690.05,success
386,467,2024-02-23,North,Credit Card,2247.02,success
387,437,2024-02-20,North,Credit Card,2130.34,success
388,341,2024-01-30,South,Loan,1987.22,success
389,17,2024-02-09,South,Savings,2586.36,success
390,424,2024-02-08,South,Savings,2385.85,success
391,37,2024-03-14,West,Savings,575.73,success
392,493,2024-03-02,North,Savings,1818.78,failed
393,424,2024-03-14,South,Credit Card,1440.17,success
394,194,2024-01-06,North,Loan,1352.66,success
395,12,2024-01-06,East,Savings,2580.41,success
396,350,2024-02-16,East,Loan,1976.54,success
397,355,2024-03-27,South,Credit Card,1790.816,success
398,270,2024-01-03,North,Credit Card,2038.41,success
399,266,2024-01-14,West,Savings,1358.5,success
400,35,2024-03-07,South,Credit Card,1221.71,success
401,154,2024-03-04,North,Loan,1785.94,success
402,292,2024-02-21,East,Credit Card,1825.67,success
403,491,2024-02-02,North,Savings,1825.37,success
404,64,2024-01-22,West,Loan,1839.18,success
405,201,2024-02-02,West,Loan,3038.37,success
406,114,2024-02-01,South,Loan,2515.14,success
407,21,2024-03-07,North,Loan,2119.39,success
408,21,2024-03-28,North,Loan,1571.3600000000001,success
409,81,2024-01-26,East,Savings,1981.39,failed
410,476,2024-03-29,North,Savings,1893.0560000000003,success
411,187,2024-02-17,East,Loan,1959.64,success
412,296,2024-03-28,West,Loan,1966.528,success
413,345,2024-01-17,East,Loan,2173.24,success
414,489,2024-01-19,West,Credit Card,3044.19,success
415,282,2024-03-03,East,Savings,1930.21,success
416,175,2024-02-05,East,Loan,2554.09,success
417,10,2024-02-26,North,Credit Card,1480.05,success
418,410,2024-02-14,West,Savings,1688.12,success
419,48,2024-02-10,West,Credit Card,2957.02,success
420,239,2024-03-28,North,Loan,1948.0240000000003,failed
421,243,2024-03-13,East,Credit Card,2247.84,success
422,312,2024-01-17,East,Credit Card,3201.71,success
423,102,2024-01-05,East,Credit Card,1971.19,success
424,87,2024-01-27,East,Loan,2552.76,success
425,89,2024-01-15,East,Credit Card,2593.52,success
426,105,2024-03-14,North,Credit Card,2816.72,success
427,423,2024-02-12,West,Savings,1426.83,success
428,77,2024-01-25,East,Savings,1967.93,success
429,190,2024-02-28,North,Savings,2164.38,success
430,97,2024-01-18,South,Credit Card,2806.86,success
431,452,2024-01-22,West,Credit Card,2226.77,success
432,159,2024-02-18,West,Loan,2594.74,success
433,427,2024-01-15,South,Savings,1386.2,success
434,49,2024-02-22,North,Loan,1851.22,success
435,107,2024-03-07,North,Loan,2687.85,success
436,286,2024-03-16,East,Savings,1530.768,success
437,378,2024-03-23,North,Savings,1606.232,success
438,301,2024-03-21,North,Credit Card,2237.8,success
439,61,2024-03-28,East,Credit Card,1261.2160000000001,success
440,166,2024-02-25,East,Credit Card,1680.52,success
441,145,2024-01-01,South,Savings,1338.46,success
442,335,2024-02-15,South,Savings,2821.01,success
443,84,2024-02-20,East,Savings,2504.91,success
444,264,2024-01-23,West,Loan,2490.88,success
445,304,2024-02-28,East,Savings,1837.58,success
446,309,2024-03-28,West,Credit Card,1044.1680000000001,success
447,17,2024-01-10,South,Savings,1177.3,success
448,364,2024-02-10,South,Credit Card,2692.14,success
449,476,2024-03-18,North,Credit Card,1825.56,success
450,262,2024-01-22,West,Credit Card,2379.46,success
451,456,2024-01-02,North,Loan,2140.6,failed
452,386,2024-03-23,West,Loan,1298.4160000000002,success
453,143,2024-03-22,East,Savings,1487.728,success
454,468,2024-03-12,West,Credit Card,1505.7,success
455,301,2024-03-04,North,Loan,1448.21,success
456,96,2024-01-31,North,Loan,2459.16,success
457,31,2024-01-04,West,Savings,1214.75,success
458,164,2024-02-23,East,Savings,1508.76,success
459,254,2024-02-17,South,Credit Card,1887.68,success
460,258,2024-01-02,South,Loan,2052.69,success
461,402,2024-03-04,East,Savings,1332.99,success
462,295,2024-01-13,East,Credit Card,1203.5,failed
463,20,2024-03-07,East,Loan,2220.24,success
464,400,2024-03-14,East,Savings,2111.96,success
465,203,2024-01-22,West,Credit Card,2682.07,success
466,128,2024-01-27,East,Savings,2061.15,success
467,237,2024-02-18,West,Credit Card,2271.65,success
468,154,2024-01-10,North,Credit Card,1649.0,success
469,382,2024-03-11,South,Credit Card,1668.55,success
470,197,2024-02-06,West,Loan,1378.07,success
471,323,2024-02-14,East,Credit Card,1653.55,success
472,38,2024-03-25,North,Loan,1482.0240000000001,success
473,172,2024-03-16,North,Savings,2099.096,success
474,312,2024-02-03,East,Savings,1582.33,success
475,450,2024-01-01,West,Credit Card,3072.57,success
476,182,2024-01-12,South,Loan,2316.89,success
477,55,2024-03-11,East,Credit Card,2206.9,success
478,482,2024-03-08,East,Credit Card,2021.91,success
479,350,2024-03-06,East,Credit Card,1926.5,success
480,128,2024-01-25,East,Loan,1721.25,success
481,180,2024-02-09,West,Credit Card,1315.1,success
482,427,2024-02-22,South,Loan,1598.16,success
483,216,2024-02-26,East,Loan,2819.56,success
484,396,2024-01-30,East,Savings,2284.49,success
485,348,2024-01-15,East,Loan,2814.2,success
486,80,2024-01-13,West,Savings,1709.16,success
487,122,2024-02-28,West,Loan,1492.62,success
488,490,2024-01-07,South,Credit Card,2017.04,success
489,15,2024-02-12,South,Savings,1615.01,success
490,385,2024-03-06,East,Loan,2116.89,success
491,149,2024-01-17,North,Savings,1222.05,success
492,465,2024-01-21,South,Loan,1003.13,success
493,396,2024-02-01,East,Credit Card,2187.03,success
494,421,2024-01-01,East,Savings,2836.29,success
495,366,2024-01-13,West,Savings,2209.51,success
496,10,2024-01-16,North,Credit Card,2279.16,success
497,420,2024-02-08,North,Loan,2038.0,success
498,345,2024-01-15,East,Credit Card,2084.68,success
499,308,2024-03-03,South,Savings,1293.14,success
500,104,2024-02-18,North,Loan,1632.24,success
501,38,2024-01-18,North,Loan,2618.05,success
502,361,2024-02-28,West,Loan,1453.84,failed
503,180,2024-03-15,West,Credit Card,1841.8,failed
504,389,2024-02-16,East,Credit Card,2606.55,success
505,151,2024-01-16,North,Savings,2070.86,success
506,365,2024-01-20,East,Savings,2096.02,success
507,215,2024-02-13,East,Credit Card,1845.44,success
508,136,2024-02-23,North,Credit Card,2354.05,success
509,36,2024-01-05,East,Loan,2478.35,success
510,252,2024-03-31,West,Savings,1285.6080000000002,success
511,70,2024-02-13,South,Loan,1334.38,failed
512,255,2024-02-02,West,Credit Card,1081.9,success
513,129,2024-03-18,North,Credit Card,1803.2,success
514,134,2024-01-24,South,Savings,2194.29,failed
515,286,2024-03-20,East,Credit Card,2597.2000000000003,success
516,103,2024-03-16,West,Credit Card,1632.728,success
517,267,2024-01-05,South,Savings,1950.56,success
518,337,2024-01-27,West,Credit Card,2133.7,success
519,431,2024-02-14,North,Credit Card,2160.85,success
520,226,2024-02-13,West,Savings,1912.52,success
521,438,2024-03-15,East,Credit Card,1622.13,success
522,45,2024-02-01,West,Savings,2014.09,success
523,128,2024-03-18,East,Savings,1596.352,success
524,165,2024-03-10,South,Loan,1987.49,success
525,21,2024-03-30,North,Loan,1927.1040000000003,failed
526,21,2024-02-09,North,Credit Card,2005.18,success
527,231,2024-01-28,West,Savings,1344.08,success
528,241,2024-03-21,North,Savings,1356.192,success
529,302,2024-02-20,South,Loan,1906.51,success
530,328,2024-02-09,North,Credit Card,2028.32,failed
531,98,2024-03-30,West,Loan,1811.88,success
532,351,2024-03-30,East,Savings,1625.7920000000001,success
533,182,2024-02-26,South,Savings,1012.27,success
534,424,2024-01-19,South,Credit Card,1395.15,success
535,216,2024-02-11,East,Loan,2299.96,success
536,86,2024-03-19,West,Loan,1514.624,success
537,85,2024-02-14,North,Loan,2745.36,failed
538,216,2024-02-02,East,Loan,2074.33,failed
539,372,2024-01-27,East,Loan,1831.46,success
540,337,2024-03-02,West,Loan,1693.3,success
541,405,2024-01-02,South,Loan,1848.77,success
542,79,2024-02-08,South,Credit Card,2080.29,success
543,480,2024-03-10,West,Credit Card,2001.52,success
544,443,2024-03-29,South,Credit Card,1979.8240000000003,success
545,253,2024-02-16,South,Savings,1257.55,success
546,315,2024-03-28,East,Savings,1053.248,success
547,382,2024-02-26,South,Loan,1887.62,success
548,459,2024-03-02,East,Loan,2270.73,success
549,341,2024-01-27,South,Savings,2379.58,success
550,113,2024-03-19,East,Loan,1369.392,success
551,195,2024-01-01,North,Loan,704.48,success
552,472,2024-01-11,North,Savings,1726.88,success
553,379,2024-02-14,North,Credit Card,2195.9,success
554,455,2024-01-28,East,Savings,1992.35,success
555,379,2024-03-04,North,Credit Card,2289.65,success
556,48,2024-03-12,West,Loan,2598.29,success
