complaint_id,customer_id,date,issue_type,resolution_time
318,242,2024-03-24,login_issue,19
319,16,2024-03-16,login_issue,17
320,381,2024-01-27,payment_failure,32
321,393,2024-01-02,payment_failure,65
322,238,2024-03-06,card_blocked,21
323,5,2024-02-12,login_issue,8
324,195,2024-02-03,payment_failure,29
325,235,2024-01-10,card_blocked,20
326,349,2024-02-20,login_issue,11
327,218,2024-03-02,payment_failure,36
328,236,2024-02-15,payment_failure,41
329,337,2024-01-12,payment_failure,64
330,204,2024-01-18,payment_failure,55
331,226,2024-03-30,login_issue,9
332,161,2024-02-22,payment_failure,18
333,447,2024-01-30,card_blocked,23
334,143,2024-02-25,card_blocked,6
335,281,2024-01-07,payment_failure,54
336,475,2024-01-28,payment_failure,71
337,5,2024-01-26,card_blocked,3
338,237,2024-02-18,login_issue,15
339,471,2024-02-24,login_issue,23
340,257,2024-02-06,payment_failure,61
341,264,2024-03-13,payment_failure,71
342,478,2024-03-08,login_issue,14
343,11,2024-02-27,card_blocked,11
344,69,2024-03-11,payment_failure,24
345,229,2024-03-05,card_blocked,24
346,288,2024-01-26,payment_failure,49
347,185,2024-02-10,card_blocked,2
348,214,2024-01-25,login_issue,12
349,188,2024-01-24,payment_failure,50
350,31,2024-01-10,login_issue,13
351,232,2024-03-16,payment_failure,32
352,257,2024-01-14,payment_failure,42
353,123,2024-02-22,payment_failure,29
354,261,2024-02-24,payment_failure,53
355,412,2024-01-12,payment_failure,28
356,149,2024-02-27,login_issue,11
357,257,2024-03-01,login_issue,23
358,101,2024-02-01,payment_failure,67
359,229,2024-01-11,card_blocked,17
360,104,2024-03-05,login_issue,24
361,376,2024-01-15,card_blocked,18
362,87,2024-03-03,login_issue,18
363,440,2024-02-18,payment_failure,42
364,323,2024-03-24,payment_failure,46
365,179,2024-01-18,login_issue,8
366,109,2024-01-13,payment_failure,66
367,346,2024-03-05,payment_failure,32
368,49,2024-02-25,payment_failure,51
369,415,2024-03-30,payment_failure,43
370,496,2024-01-10,payment_failure,70
371,377,2024-03-29,payment_failure,67
372,478,2024-02-22,payment_failure,41
373,62,2024-03-16,login_issue,17
374,369,2024-03-03,login_issue,18
375,196,2024-02-28,payment_failure,58
376,129,2024-01-04,payment_failure,33
377,350,2024-03-13,payment_failure,20
378,435,2024-02-02,payment_failure,61
379,245,2024-01-08,payment_failure,23
380,257,2024-03-10,payment_failure,21
381,295,2024-03-05,login_issue,15
382,103,2024-02-18,login_issue,2
383,387,2024-01-13,payment_failure,68
384,346,2024-02-03,payment_failure,13
385,352,2024-02-19,login_issue,1
386,1,2024-02-20,card_blocked,13
387,163,2024-03-07,login_issue,22
388,483,2024-01-03,login_issue,16
389,108,2024-03-29,payment_failure,60
390,396,2024-02-06,payment_failure,52
391,459,2024-01-19,card_blocked,5
392,381,2024-01-29,payment_failure,13
393,31,2024-03-08,card_blocked,11
394,409,2024-01-10,login_issue,9
395,85,2024-03-31,login_issue,18
396,68,2024-01-28,payment_failure,72
397,419,2024-02-04,login_issue,21
398,377,2024-03-30,payment_failure,12
399,274,2024-03-04,payment_failure,67
400,165,2024-03-18,payment_failure,49
401,115,2024-03-17,card_blocked,11
402,173,2024-02-11,login_issue,16
403,393,2024-03-10,payment_failure,20
404,147,2024-03-01,payment_failure,39
405,88,2024-01-13,login_issue,21
406,298,2024-02-02,login_issue,15
407,462,2024-03-26,login_issue,11
408,441,2024-02-01,login_issue,5
409,453,2024-02-11,payment_failure,20
410,26,2024-03-01,login_issue,23
411,224,2024-03-06,payment_failure,16
412,139,2024-01-18,card_blocked,19
413,360,2024-01-21,login_issue,11
414,94,2024-01-18,payment_failure,50
415,130,2024-02-05,payment_failure,49
416,424,2024-01-08,card_blocked,14
417,367,2024-03-01,payment_failure,57
418,78,2024-02-02,payment_failure,67
419,222,2024-01-06,login_issue,22
420,238,2024-02-24,payment_failure,38
421,273,2024-03-31,login_issue,3
422,271,2024-03-07,payment_failure,26
423,382,2024-01-20,login_issue,13
424,18,2024-03-06,payment_failure,25
425,1,2024-02-04,payment_failure,22
426,277,2024-01-06,card_blocked,16
427,84,2024-01-12,login_issue,17
428,43,2024-01-16,payment_failure,24
429,216,2024-02-26,payment_failure,39
430,212,2024-01-29,login_issue,8
431,425,2024-03-10,login_issue,22
432,231,2024-03-26,card_blocked,7
433,357,2024-03-20,card_blocked,22
434,450,2024-01-23,login_issue,18
435,345,2024-03-06,payment_failure,24
436,166,2024-03-14,payment_failure,38
437,497,2024-03-25,login_issue,22
438,118,2024-02-28,payment_failure,17
439,303,2024-02-20,payment_failure,20
440,42,2024-02-02,payment_failure,49
441,419,2024-03-04,payment_failure,32
442,21,2024-01-04,payment_failure,18
443,310,2024-03-25,payment_failure,70
444,394,2024-01-18,login_issue,9
445,162,2024-03-04,payment_failure,67
446,281,2024-02-19,payment_failure,54
447,259,2024-01-12,payment_failure,64
448,377,2024-02-29,login_issue,20
449,143,2024-02-20,payment_failure,38
450,325,2024-02-12,login_issue,7
451,236,2024-03-17,card_blocked,3
452,69,2024-01-30,payment_failure,20
453,3,2024-01-14,payment_failure,54
454,381,2024-03-30,payment_failure,72
455,312,2024-01-22,card_blocked,20
456,212,2024-03-21,login_issue,1
457,92,2024-01-25,card_blocked,16
458,486,2024-02-29,payment_failure,70
459,479,2024-01-23,card_blocked,8
460,196,2024-01-14,payment_failure,37
461,220,2024-03-02,payment_failure,13
462,317,2024-01-16,card_blocked,6
463,105,2024-02-10,card_blocked,7
464,465,2024-01-21,payment_failure,61
465,134,2024-03-24,payment_failure,14
466,104,2024-01-13,payment_failure,56
467,56,2024-02-10,payment_failure,69
468,331,2024-03-27,payment_failure,61
469,192,2024-02-05,card_blocked,5
470,131,2024-03-19,login_issue,7
471,164,2024-01-16,login_issue,10
472,397,2024-02-21,login_issue,10
473,297,2024-03-10,login_issue,18
474,372,2024-03-16,login_issue,8
475,291,2024-02-28,login_issue,7
476,267,2024-03-14,payment_failure,42
477,76,2024-03-20,login_issue,20
478,328,2024-03-19,login_issue,17
479,31,2024-03-15,card_blocked,4
480,451,2024-01-23,card_blocked,11
481,242,2024-03-03,payment_failure,44
482,299,2024-01-23,login_issue,3
483,324,2024-02-26,payment_failure,51
484,137,2024-01-18,login_issue,23
485,187,2024-01-24,payment_failure,58
486,152,2024-03-03,payment_failure,25
487,320,2024-01-14,payment_failure,19
488,354,2024-01-01,login_issue,18
489,82,2024-01-16,payment_failure,51
490,469,2024-01-20,card_blocked,10
491,393,2024-01-12,payment_failure,47
492,156,2024-01-03,card_blocked,9
493,24,2024-01-31,login_issue,3
494,244,2024-03-10,payment_failure,17
495,69,2024-01-08,payment_failure,29
496,41,2024-02-17,login_issue,7
497,391,2024-03-18,login_issue,18
498,70,2024-02-05,login_issue,8
499,239,2024-03-08,payment_failure,17
500,378,2024-01-31,payment_failure,69
501,248,2024-02-19,card_blocked,15
502,92,2024-01-19,payment_failure,36
503,26,2024-01-20,payment_failure,42
504,32,2024-02-18,payment_failure,41
505,305,2024-02-20,login_issue,18
506,170,2024-03-19,login_issue,5
507,284,2024-03-23,payment_failure,12
508,7,2024-01-21,payment_failure,47
509,8,2024-02-26,payment_failure,68
510,207,2024-01-15,payment_failure,43
511,339,2024-03-09,payment_failure,32
512,0,2024-03-26,card_blocked,7
513,191,2024-02-22,payment_failure,19
514,326,2024-01-18,payment_failure,52
515,267,2024-02-13,card_blocked,1
516,305,2024-02-20,payment_failure,13
517,377,2024-01-25,login_issue,19
518,46,2024-03-05,payment_failure,53
519,63,2024-03-18,payment_failure,31
520,340,2024-03-15,card_blocked,8
521,189,2024-02-18,login_issue,6
522,375,2024-03-03,payment_failure,59
523,356,2024-01-29,login_issue,21
524,493,2024-01-18,card_blocked,9
525,350,2024-02-22,payment_failure,67
526,131,2024-02-02,login_issue,18
527,24,2024-02-26,card_blocked,9
528,467,2024-02-03,payment_failure,44
529,363,2024-03-10,login_issue,15
530,247,2024-03-05,login_issue,21
531,286,2024-01-10,login_issue,14
532,384,2024-03-22,payment_failure,13
533,488,2024-01-25,payment_failure,69
534,231,2024-02-21,login_issue,8
535,420,2024-01-19,payment_failure,57
536,370,2024-01-22,payment_failure,22
537,1,2024-02-27,payment_failure,33
538,246,2024-03-05,payment_failure,32
539,169,2024-02-21,card_blocked,18
540,421,2024-02-07,payment_failure,31
541,177,2024-02-09,card_blocked,13
542,414,2024-03-11,payment_failure,70
543,355,2024-02-25,login_issue,5
544,307,2024-01-06,payment_failure,59
545,211,2024-03-15,login_issue,24
546,218,2024-03-07,login_issue,22
547,480,2024-01-29,payment_failure,60
548,266,2024-03-12,card_blocked,24
549,396,2024-03-12,payment_failure,39
550,128,2024-02-24,login_issue,19
551,157,2024-02-22,card_blocked,6
552,113,2024-03-06,card_blocked,8
553,426,2024-02-24,card_blocked,12
554,59,2024-02-24,payment_failure,43
555,282,2024-03-15,payment_failure,25
556,338,2024-01-03,payment_failure,69
557,359,2024-03-24,login_issue,13
558,46,2024-02-18,login_issue,8
559,117,2024-02-16,payment_failure,39
560,367,2024-03-04,login_issue,8
561,133,2024-01-21,payment_failure,17
562,139,2024-03-16,payment_failure,57
563,414,2024-02-26,login_issue,4
564,368,2024-03-20,payment_failure,63
565,3,2024-01-17,card_blocked,18
566,320,2024-01-14,payment_failure,26
567,353,2024-02-29,login_issue,5
568,355,2024-02-15,payment_failure,41
569,420,2024-02-27,payment_failure,37
570,77,2024-01-11,login_issue,19
571,389,2024-03-16,card_blocked,13
572,474,2024-01-20,payment_failure,65
573,486,2024-01-27,payment_failure,63
574,478,2024-02-02,login_issue,12
575,50,2024-03-26,payment_failure,70
576,353,2024-01-07,card_blocked,4
577,362,2024-03-17,login_issue,23
578,49,2024-02-07,payment_failure,56
579,326,2024-02-06,payment_failure,66
580,397,2024-03-04,login_issue,8
581,281,2024-01-10,payment_failure,35
582,172,2024-01-26,login_issue,8
583,397,2024-03-30,payment_failure,71
584,310,2024-01-21,login_issue,23
585,313,2024-03-21,payment_failure,71
586,116,2024-03-14,card_blocked,23
587,477,2024-01-17,payment_failure,55
588,66,2024-03-17,payment_failure,37
589,21,2024-03-07,card_blocked,10
590,494,2024-02-22,payment_failure,44
591,130,2024-03-03,payment_failure,59
592,421,2024-02-12,payment_failure,14
593,104,2024-03-09,payment_failure,38
594,26,2024-02-23,card_blocked,17
595,101,2024-02-19,login_issue,22
596,407,2024-01-01,payment_failure,20
597,381,2024-01-07,login_issue,10
598,300,2024-01-14,login_issue,6
599,91,2024-03-18,card_blocked,18
600,323,2024-01-06,payment_failure,50
601,179,2024-01-27,login_issue,17
602,192,2024-02-03,login_issue,4
603,373,2024-01-05,payment_failure,49
604,475,2024-02-17,payment_failure,61
605,284,2024-01-02,payment_failure,57
606,315,2024-02-24,login_issue,14
607,374,2024-02-01,payment_failure,26
608,414,2024-02-26,card_blocked,14
609,68,2024-03-05,payment_failure,44
610,467,2024-01-03,login_issue,20
611,259,2024-01-22,card_blocked,2
612,227,2024-01-23,login_issue,17
613,329,2024-01-09,card_blocked,13
614,412,2024-03-10,card_blocked,13
615,407,2024-02-27,payment_failure,22
616,408,2024-01-25,login_issue,1
617,168,2024-02-27,payment_failure,56
618,379,2024-03-28,login_issue,14
619,52,2024-03-07,payment_failure,42
620,298,2024-03-22,login_issue,23
621,44,2024-02-22,login_issue,3
622,74,2024-03-30,payment_failure,28
623,376,2024-01-19,payment_failure,20
624,409,2024-02-11,card_blocked,8
625,157,2024-01-02,payment_failure,34
626,456,2024-02-22,payment_failure,59
627,428,2024-01-14,payment_failure,62
628,100,2024-01-22,card_blocked,2
629,149,2024-01-15,card_blocked,1
630,354,2024-03-15,login_issue,23
631,57,2024-03-20,card_blocked,3
632,75,2024-03-29,payment_failure,44
633,241,2024-02-13,card_blocked,17
634,342,2024-03-12,payment_failure,70
635,375,2024-01-10,payment_failure,34
636,345,2024-01-23,payment_failure,71
637,264,2024-01-20,login_issue,17
638,85,2024-01-23,login_issue,5
639,87,2024-03-07,payment_failure,41
640,496,2024-03-22,card_blocked,20
641,365,2024-02-12,payment_failure,52
642,458,2024-03-07,payment_failure,66
643,278,2024-03-08,payment_failure,67
644,144,2024-03-26,login_issue,5
645,172,2024-02-10,card_blocked,7
646,46,2024-03-16,payment_failure,28
647,91,2024-02-25,login_issue,9
648,366,2024-01-13,payment_failure,29
649,85,2024-01-15,login_issue,4
650,168,2024-03-22,card_blocked,21
651,156,2024-03-04,payment_failure,55
652,357,2024-03-20,card_blocked,12
653,29,2024-03-04,login_issue,13
654,251,2024-03-22,payment_failure,46
655,71,2024-01-16,card_blocked,7
656,262,2024-03-24,payment_failure,53
657,131,2024-01-15,payment_failure,16
658,260,2024-02-07,payment_failure,12
659,498,2024-01-15,payment_failure,42
660,170,2024-01-01,card_blocked,14
661,110,2024-03-09,login_issue,10
662,457,2024-02-14,card_blocked,20
663,307,2024-02-02,payment_failure,61
664,226,2024-02-13,payment_failure,72
665,323,2024-03-31,payment_failure,38
666,92,2024-01-01,login_issue,11
667,108,2024-02-17,card_blocked,17
668,229,2024-02-12,login_issue,8
669,421,2024-02-13,payment_failure,32
670,110,2024-01-14,card_blocked,20
671,65,2024-01-19,login_issue,12
672,474,2024-02-13,payment_failure,62
673,306,2024-03-22,card_blocked,6
674,53,2024-03-25,payment_failure,53
675,310,2024-03-02,payment_failure,38
676,445,2024-01-11,payment_failure,44
677,134,2024-01-16,payment_failure,20
678,317,2024-03-30,payment_failure,63
679,332,2024-03-14,payment_failure,70
680,246,2024-01-17,payment_failure,71
681,184,2024-01-19,login_issue,18
682,45,2024-03-29,card_blocked,22
683,419,2024-03-08,login_issue,8
684,41,2024-02-29,payment_failure,20
685,432,2024-01-01,payment_failure,68
686,95,2024-01-12,payment_failure,14
687,32,2024-01-25,payment_failure,38
688,272,2024-03-28,login_issue,21
689,264,2024-02-19,login_issue,11
690,49,2024-01-31,login_issue,8
691,154,2024-01-25,login_issue,17
692,135,2024-01-09,payment_failure,67
693,227,2024-02-20,payment_failure,58
694,458,2024-01-13,login_issue,5
695,69,2024-01-21,payment_failure,50
696,321,2024-03-24,payment_failure,57
697,2,2024-01-10,payment_failure,70
698,466,2024-01-12,payment_failure,64
699,166,2024-01-23,payment_failure,39
700,166,2024-02-28,card_blocked,7
701,435,2024-02-15,card_blocked,11
702,346,2024-03-18,payment_failure,63
703,456,2024-01-21,payment_failure,72
704,68,2024-01-31,login_issue,11
705,445,2024-01-27,payment_failure,48
706,92,2024-02-11,payment_failure,19
707,134,2024-03-23,payment_failure,45
708,123,2024-01-25,payment_failure,67
709,275,2024-01-16,login_issue,22
710,339,2024-03-09,card_blocked,21
711,359,2024-03-16,payment_failure,29
712,417,2024-03-15,payment_failure,25
713,316,2024-03-26,payment_failure,32
714,157,2024-03-11,payment_failure,40
715,79,2024-03-22,card_blocked,12
716,485,2024-03-12,login_issue,15
717,362,2024-03-01,login_issue,4
718,32,2024-02-20,login_issue,20
719,466,2024-02-17,card_blocked,1
720,30,2024-03-11,card_blocked,14
721,34,2024-02-07,payment_failure,17
722,249,2024-03-19,payment_failure,22
723,86,2024-01-22,login_issue,13
724,14,2024-01-22,payment_failure,52
725,72,2024-01-20,card_blocked,10
726,134,2024-01-19,login_issue,5
727,184,2024-03-06,card_blocked,13
728,494,2024-02-05,payment_failure,35
729,63,2024-01-11,card_blocked,4
730,145,2024-03-23,payment_failure,13
731,86,2024-01-02,card_blocked,4
732,487,2024-03-22,payment_failure,45
733,77,2024-01-03,login_issue,10
734,121,2024-01-09,login_issue,20
735,397,2024-02-25,payment_failure,15
736,70,2024-03-23,payment_failure,25
737,390,2024-03-14,card_blocked,17
738,297,2024-03-13,payment_failure,52
739,75,2024-02-12,login_issue,10
740,152,2024-03-20,payment_failure,52
741,234,2024-03-31,card_blocked,13
742,8,2024-01-26,login_issue,7
743,225,2024-01-01,payment_failure,25
744,33,2024-01-05,payment_failure,45
